AuthorID,Author,Date,Content,Attachments,Reactions
"393854278764068875","curiouskiwi#1671","15-Jul-19 05:04 AM","CS50 IDE maintenance Jul 14, 23:00 - Jul 15, 01:00 EDT
Scheduled - We will be undergoing scheduled maintenance during this time.","",""
"393854278764068875","curiouskiwi#1671","15-Jul-19 05:04 AM","updates here: https://cs50.statuspage.io/","",""
"393854278764068875","curiouskiwi#1671","21-Jul-19 05:51 AM","CS50 Podcast, episode 7.  Why C?   https://www.youtube.com/watch?v=xCOj6vTqMxU","","👌 (9),👍 (9)"
"393854278764068875","curiouskiwi#1671","31-Jul-19 07:06 AM","Here's the new submission system in a nutshell:  
https://submit.cs50.io will show your new submissions, 
https://legacy.cs50.me will show your old submissions and 
https://cs50.me/cs50x will pull from both of these sources to give you your overall progress in the course.  (click Join to join CS50x if you see that message)","","👍 (11)"
"393854278764068875","curiouskiwi#1671","31-Jul-19 07:07 AM","Pinned a message.","",""
"393854278764068875","curiouskiwi#1671","22-Aug-19 10:38 PM","Like to attend a CS50 lecture in person at Harvard University this fall?   https://www.eventbrite.com/e/attend-a-cs50-lecture-in-person-tickets-66539606755","","🙌 (6),❤️ (1)"
"393854278764068875","curiouskiwi#1671","25-Aug-19 06:31 AM","Here's what's new for CS50 Fall 2019 (and subsequently, CS50x 2020 coming in January)  https://medium.com/@cs50/echa-palante-cs50-2019-5873aa0ba024","","🔥 (17),💯 (7),👌 (6),😀 (4),🍴 (3),😋 (4),❤️ (1)"
"393854278764068875","curiouskiwi#1671","29-Aug-19 07:37 AM","CS50's official shop for swag is now open:  https://cs50.harvardshop.com/","","🦆 (5),👌 (8),👍 (3),❤️ (1)"
"393854278764068875","curiouskiwi#1671","06-Sep-19 06:46 AM","This is CS50 for Lawyers:  https://cs50.harvard.edu/law/","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","06-Sep-19 06:46 AM","This is CS50 for Business  https://cs50.harvard.edu/business/","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","06-Sep-19 06:47 AM","This is CS50's Understanding Technology   https://cs50.harvard.edu/technology","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","06-Sep-19 06:48 AM","This is CS50's Introduction to Game Development  https://cs50.harvard.edu/games","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","06-Sep-19 06:48 AM","This is CS50's Web Programming with Python and Javascript  https://cs50.harvard.edu/web","","❤️ (2)"
"393854278764068875","curiouskiwi#1671","06-Sep-19 06:49 AM","This is CS50's Introduction to Computer Science  https://cs50.harvard.edu/x","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","06-Sep-19 06:49 AM","(all of the above are freely available OpenCourseWare)","","😺 (6),💯 (13),👌 (9),😄 (4),😀 (4)"
"393854278764068875","curiouskiwi#1671","16-Sep-19 12:25 PM","Live from Harvard, this is CS50's third lecture of Fall 2019, a look underneath the hood of C:  https://www.youtube.com/watch?v=MLaVvcSncGk","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","23-Sep-19 09:57 PM","Live from Harvard, CS50's fourth lecture of Fall 2019, algorithms:   https://www.youtube.com/watch?v=s8ZGqwoGQmo","","💯 (5),❤️ (1)"
"393854278764068875","curiouskiwi#1671","30-Sep-19 09:51 PM","Live from Harvard, CS50's fifth lecture of Fall 2019, memory:  https://www.youtube.com/watch?v=tGgzOWkJfQY","","💯 (4),❤️ (1)"
"393854278764068875","curiouskiwi#1671","07-Oct-19 09:49 PM","Live from Harvard, CS50's sixth lecture of Fall 2019, Data Structures:  https://youtu.be/9mMQAZCQvaY","","💯 (4),😍 (2),❤️ (1)"
"393854278764068875","curiouskiwi#1671","21-Oct-19 09:47 PM","Live from Harvard, CS50's seventh lecture of Fall 2019, Python:  https://www.youtube.com/watch?v=QPO3CSUN81o","","❤️ (1),😍 (1)"
"393854278764068875","curiouskiwi#1671","28-Oct-19 08:58 PM","Live from Harvard, CS50's eighth lecture of Fall 2019, SQL:  https://www.youtube.com/watch?v=HV8aI4wUrT8","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","04-Nov-19 10:00 PM","(sorry forgot to post this on Friday)   CS50's ninth (and final live) lecture, Privacy https://youtu.be/s944igpJNh0","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","04-Nov-19 10:00 PM","CS50 Test Review session:  https://www.youtube.com/watch?v=0KI2_0AsQ-8","","🤔 (2),👌 (4),❤️ (1)"
"393854278764068875","curiouskiwi#1671","11-Nov-19 01:04 AM","**Last Day to Register for CS50M**
**30 NOVEMBER 2019**

Hi all, if considering taking CS50's Mobile App Development with React Native, aka CS50M, via edX, be sure to register by 30 November 2019 at https://cs50.edx.org/mobile. To be eligible for a verified certificate, you'll then need to complete the course by 30 June 2020. Thereafter, the course will no longer be available for a verified certificate from edX, but the course will remain freely available as OpenCourseWare indefinitely.

Because mobile app development is evolving so quickly, the current version of the course is increasingly dated. A new version may take its place, but no timeframe for such just yet!","","👍 (47),👌 (10),🤮 (6),😂 (6),🥚 (4),😭 (2),💩 (1),❤️ (1)"
"393854278764068875","curiouskiwi#1671","01-Jan-20 04:34 AM","See David's post. 🙂  https://discordapp.com/channels/393846237255696385/393846237255696387/661758455823990795","","❤️ (1)"
"393854278764068875","curiouskiwi#1671","21-Feb-20 10:25 PM","CS50x Puzzle Day 2020  is April 3 - April 6 -- a global opportunity to solve some problems. Register now to participate  (see more details in the link:  https://cs50.ly/register )","","🎉 (10),❤️ (12),🇲🇫 (5),💯 (4),🇲🇦 (3),👍 (7),🇨🇦 (2),🇮🇳 (4),🇰🇷 (1),🇿🇦 (1),☕ (1),🇧🇩 (2),🇮🇶 (2),🇮🇷 (1)"
"319715285844099072","malan#3259","01-Mar-20 09:53 PM","Like to attend a CS50 lecture at Harvard University this fall? CS50's lectures are open to the public. Whether you are a CS50x student, a CS50 AP student, a prospective student, a teacher, a parent, or a Harvard alum (or anyone else!), you are cordially invited to attend one or more of Fall 2020's lectures in person in Sanders Theatre in Cambridge, Massachusetts, USA. Simply register for a (free) ticket at https://www.eventbrite.com/e/attend-a-cs50-lecture-in-person-tickets-66539606755 once you're certain you can attend! If unable to travel to Cambridge, know that all lectures are also live-streamed at https://cs50.harvard.edu/.","","invision (14),Verified (31),teamspeak (10),redbull (9),duckdab (14),1819_boostingtop (9),🎣 (7),❣️ (10),fau56Happy (10),👍 (28),Super_party (34),💕 (12),🥰 (10),💯 (12),🇲🇦 (9),❤️ (15),🥺 (8),👌 (7),😍 (7),🔥 (6)"
"393854278764068875","curiouskiwi#1671","17-Mar-20 03:33 AM","Hi everyone. The Academic Honesty guidelines lay out 'not reasonable' activities (https://cs50.harvard.edu/x/2020/syllabus/#not-reasonable)  such as asking for solution code or giving solution code to others.  Please do not post solution code publicly in our channels.   Any that we see will be deleted; please do not spoil the problems for others.  Thanks.","","👍 (19),👌 (5),🧠 (3),🎣 (1),🇲🇦 (2),1️⃣ (1),0️⃣ (1),❤️ (1)"
