AuthorID,Author,Date,Content,Attachments,Reactions
"188030192046833665","Javelin#3680","28-Oct-19 01:31 PM","hello, my code runs fine and checks all the requirements, but I find something strange : my candidates[i].votes are incrementing by 2 instead of 1

how can that be?","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:13 AM","Why do we have `+1` at `argv[i+1]` here?","https://cdn.discordapp.com/attachments/637499979488821248/641867896355684363/unknown.png",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:14 AM","If the first input of the candidate is indeed `argv[0]`","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:14 AM","why do we start from `argv[1]` by adding `1`?","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:15 AM","","https://cdn.discordapp.com/attachments/637499979488821248/641868242897600513/unknown.png",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:15 AM","https://cs50.harvard.edu/college/psets/3/plurality/","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:15 AM","here's the link to the problem...","",""
"393854278764068875","curiouskiwi#1671","07-Nov-19 07:18 AM","argv[0] is `""./plurality""`   argv[1] is `""Alice""`  argv[2] is `""Bob""`    argc is 3.","",""
"393854278764068875","curiouskiwi#1671","07-Nov-19 07:19 AM","@jasonlee","",""
"393854278764068875","curiouskiwi#1671","07-Nov-19 07:20 AM","https://cs50.harvard.edu/college/notes/2/#command-line-arguments","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:26 AM","ah I see!","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:26 AM","thanks for clarifying","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:28 AM","for plurality, should the problem be using sorting algorithm? or is the point mainly on writing a recursive function?","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:36 AM","@Javelin I suggest you post the code, but make sure you mark it as a spoiler","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:36 AM","you can wrap the code with `||` symbol","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:37 AM","or simply check the spoiler box if you are posting a screenshot","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:51 AM","```C
#include <cs50.h>
#include <stdio.h>
#include <string.h>

// Max number of candidates
#define MAX 9

// Candidates have name and vote count
typedef struct
{
    string name;
    int votes;
}
candidate;

// Array of candidates
candidate candidates[MAX];

// Number of candidates
int candidate_count;

// Function prototypes
bool vote(string name);
void print_winner(void);

int main(int argc, string argv[])
{
    // Check for invalid usage
    if (argc < 2)
    {
        printf(""Usage: plurality [candidate ...]\n"");
        return 1;
    }

    // Populate array of candidates
    candidate_count = argc - 1;
    if (candidate_count > MAX)
    {
        printf(""Maximum number of candidates is %i\n"", MAX);
        return 2;
    }
    for (int i = 0; i < candidate_count; i++)
    {
        candidates[i].name = argv[i + 1];
        candidates[i].votes = 0;
    }

    int voter_count = get_int(""Number of voters: "");

    // Loop over all voters
    for (int i = 0; i < voter_count; i++)
    {
        string name = get_string(""Vote: "");

        // Check for invalid vote
        if (!vote(name))
        {
            printf(""Invalid vote.\n"");
        }
    }

    // Display winner of election
    print_winner();
}

// Update vote totals given a new vote
bool vote(string name)
{
    // TODO
    return false;
}

// Print the winner (or winners) of the election
void print_winner(void)
{
    // TODO
    return;
}

```","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:52 AM","In the code for plurality (I won't mark it as spoiler, since it's a template premade by staff members.), I can't seem to grasp the concept for the function `vote(string name)`.","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:53 AM","the function is not in the `main()` function, then how does it know what's happening in the `main()`?","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:54 AM","Even if they know what's happening in the `main()` function, the function `vote(string name)` gets called before `main()`","",""
"393854278764068875","curiouskiwi#1671","07-Nov-19 07:54 AM","the vote function is called in main:  `if (!vote(name))`","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:55 AM","why is it getting called before `main()`?","",""
"393854278764068875","curiouskiwi#1671","07-Nov-19 07:55 AM","At the beginning of the file, you have the function prototypes, which is where you declare any functions that you are going to define later.","",""
"393854278764068875","curiouskiwi#1671","07-Nov-19 07:55 AM","so the compiler knows that they exist.","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:56 AM","so they are not necessarily executing it before `main()`, am I correct?","",""
"393854278764068875","curiouskiwi#1671","07-Nov-19 07:56 AM","they don't execute until they get called in main","",""
"393854278764068875","curiouskiwi#1671","07-Nov-19 07:57 AM","just like you have `#include <cs50.h>` which is a file that has all the function declarations like `get_string` and `get_int` etc.","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:57 AM","ah i see. I will do more studying on the topic..","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:57 AM","do you see if `vote()` function requires a sorting algorithm?","",""
"507392187223244801","jasonlee#1523","07-Nov-19 07:58 AM","I think it certainly requires it in `print_winner()` function","",""
